geneID	taxon	count	SampleID
CBH51824.1	Campylobacter fetus subsp. fetus	6.0	516_t0
AAA23215.1	Clostridium perfringens	1.0	516_t0
AAP69916.1	Fusobacterium nucleatum	5.0	516_t0
CAA31895.1	Plasmid pWP113a	1.0	516_t0
AEJ33969.1	Vibrio fluvialis	1.0	516_t0
ASU10319.1	Aeromonas veronii	1.0	516_t0
BAA15221.2	Escherichia coli str. K-12 substr. W3110	1.0	516_t0
ACS83559.1	Clostridium perfringens	2.0	516_t0
ADG84870.1	Klebsiella pneumoniae	6.0	516_t0
CAA09666.1	Klebsiella pneumoniae	2.0	516_t0
ABR14060.1	Streptococcus uberis	2.0	516_t0
AAG08375.1	Pseudomonas aeruginosa PAO1	2.0	516_t0
AAD22144.1	Klebsiella aerogenes	1.0	516_t0
AAA85213.1	Listeria monocytogenes	2.0	516_t0
BAB41874.1	Staphylococcus aureus subsp. aureus N315	2.0	516_t0
BAC67143.1	Gram-negative bacterium TC71	2.0	516_t0
CAA75663.1	Pasteurella multocida	3.0	516_t0
ABW91179.1	Pseudomonas aeruginosa	1.0	516_t0
CBY88906.1	Achromobacter sp. sallbros1	2.0	516_t0
AIK02012.1	Enterobacter cloacae	2.0	516_t0
ANK04027.1	Escherichia coli O25b:H4	1.0	516_t0
AJP77057	Massilia sp. SB1-3	1.0	516_t0
AJP77080	Sphingomonas sp. ALS-13	1.0	516_t0
AAK99679.1	Streptococcus pneumoniae R6	1.0	516_t0
APB03223.1	Paenibacillus sp. LC231	1.0	516_t0
NP_418574.1	Escherichia coli str. K-12 substr. MG1655	1.0	516_t0
AAC75731.1	Escherichia coli str. K-12 substr. MG1655	1.0	516_t0
AAQ63644.1	Bacillus clausii	1.0	516_t0
ACJ47200.1	Escherichia coli	1.0	516_t0
AAC37034.1	Bacteroides thetaiotaomicron	1.0	516_t0
BAD12078.1	Acinetobacter pittii	2.0	516_t0
BAD00739.1	Vibrio fluvialis	1.0	516_t0
CAA23899.1	Escherichia coli	1.0	516_t0
BAB43543.1	Staphylococcus aureus subsp. aureus N315	1.0	516_t0
ASK49942.1	Moraxella sp. MSG47-C17	1.0	516_t0
AAL73129.1	Streptococcus pyogenes	23324.0	532_t1
AEY83581	Staphylococcus aureus	3234.0	532_t1
ACB05808.1	Acinetobacter baumannii	24201.0	532_t1
BAE85478.1	Desulfitobacterium hafniense Y51	1416.0	532_t1
AEP40503.1	Enterococcus faecium	70.0	532_t1
APB03214.1	Paenibacillus sp. LC231	939.0	532_t1
AAR84672.1	Paenibacillus popilliae ATCC 14706	2550.0	532_t1
CDO61513.1	Enterococcus faecium	2360.0	532_t1
AAC74000.1	Escherichia coli str. K-12 substr. MG1655	7185.0	532_t1
AHA41505.1	Rhodococcus hoagii	1303.0	532_t1
AAG06942.1	Pseudomonas aeruginosa PAO1	802.0	532_t1
AAV85982.1	Neisseria gonorrhoeae	12977.0	532_t1
EGP45231.1	Achromobacter insuavis AXX-A	1600.0	532_t1
AAO47226.2	Streptomyces rishiriensis	6712.0	532_t1
BAA16344.1	Escherichia coli str. K-12 substr. W3110	3008.0	532_t1
BAE06008.1	Pseudomonas aeruginosa	1636.0	532_t1
AAC76539.1	Escherichia coli str. K-12 substr. MG1655	1862.0	532_t1
ABS43151.1	Campylobacter jejuni subsp. doylei 269.97	11667.0	532_t1
BAM10414.1	Pseudomonas aeruginosa	89.0	532_t1
AAC37034.1	Bacteroides thetaiotaomicron	9525.0	532_t1
AAC75089.1	Escherichia coli str. K-12 substr. MG1655	14547.0	532_t1
AAC76298.1	Escherichia coli str. K-12 substr. MG1655	2982.0	532_t1
A1A317	Bifidobacterium adolescentis ATCC 15703	6117.0	532_t1
AYV52072.1	Lactococcus lactis	1705.0	532_t1
NP_862226.1	Corynebacterium striatum	1759.0	532_t1
SIP52035.1	Pseudomonas aeruginosa	427.0	532_t1
AAD23513.1	Prevotella intermedia	994.0	532_t1
CDO61516.1	Enterococcus faecium	2116.0	532_t1
AAA26793	Streptomyces antibioticus	1839.0	532_t1
CAA79727.1	Bacteroides fragilis	5038.0	532_t1
ABA71733.1	Enterococcus faecalis	838.0	532_t1
BAA34300.1	Pseudomonas aeruginosa PAO1	2878.0	532_t1
AAF67494.2	Streptomyces niveus	3847.0	532_t1
AAK76137.1	Streptococcus pneumoniae TIGR4	862.0	532_t1
ANZ79241.1	uncultured bacterium	1185.0	532_t1
CAH35802.1	Burkholderia pseudomallei K96243	1467.0	532_t1
AAF42062.1	Neisseria meningitidis MC58	667.0	532_t1
AAC76093.1	Escherichia coli str. K-12 substr. MG1655	802.0	532_t1
WP_000192137.1	Bacillales	1365.0	532_t1
AAB41957.1	Pseudomonas aeruginosa	3280.0	532_t1
AAD51345.1	Stenotrophomonas maltophilia	1782.0	532_t1
AAA21532.1	Bacteroides fragilis	3824.0	532_t1
BAA15935.1	Escherichia coli str. K-12 substr. W3110	557.0	532_t1
AAP43110.2	Escherichia coli	3793.0	532_t1
BAD59497.1	Nocardia farcinica IFM 10152	11197.0	532_t1
AAC73564.1	Escherichia coli str. K-12 substr. MG1655	2039.0	532_t1
ACL82957.1	Enterococcus faecium	2350.0	532_t1
AAA88675.1	Bacteroides fragilis	548.0	532_t1
ADM92605.1	Acinetobacter baumannii	330.0	532_t1
CAA10975.1	Butyrivibrio fibrisolvens	1129.0	532_t1
AVI44920.1	Staphylococcus aureus	1611.0	532_t1
NP_388442.1	Bacillus subtilis subsp. subtilis str. 168	3026.0	532_t1
AUI09862.1	uncultured bacterium	605.0	532_t1
AAB05626.1	Enterococcus faecalis	131.0	532_t1
AEP40500.1	Enterococcus faecium	375.0	532_t1
CCP46065.1	Mycobacterium tuberculosis H37Rv	1116.0	532_t1
AAL27442.1	Enterococcus faecalis	328.0	532_t1
AAA50325.1	Streptomyces antibioticus	671.0	532_t1
AAC75314.1	Escherichia coli str. K-12 substr. MG1655	938.0	532_t1
AAA65953.1	Enterococcus faecium	434.0	532_t1
AAA99504.1	Bacillus licheniformis	4968.0	532_t1
AKA86814	Enterococcus faecalis	5128.0	532_t1
AAG07763.1	Pseudomonas aeruginosa PAO1	2913.0	532_t1
AAB58161.1	Burkholderia cepacia	2630.0	532_t1
AAN28721.1	uncultured bacterium	1387.0	532_t1
CAI47810.1	Pseudomonas aeruginosa	191.0	532_t1
AAO04716.1	Staphylococcus epidermidis ATCC 12228	553.0	532_t1
NP_252896.1	Pseudomonas aeruginosa PAO1	1552.0	532_t1
AAL19305.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	3267.0	532_t1
AAD51348.1	Stenotrophomonas maltophilia	769.0	532_t1
AAL14440.1	Acinetobacter baumannii	2328.0	532_t1
APB03219.1	Paenibacillus sp. LC231	6362.0	532_t1
CAJ77856.1	Acinetobacter baumannii AYE	1317.0	532_t1
AEA37904.1	Streptococcus agalactiae	598.0	532_t1
ANZ79240.1	uncultured bacterium	253.0	532_t1
AAA86871.1	Staphylococcus aureus	1147.0	532_t1
CAC14595.1	Stenotrophomonas maltophilia	2790.0	532_t1
ABX00624.1	Streptomyces lincolnensis	1887.0	532_t1
APB03216.1	Paenibacillus sp. LC231	947.0	532_t1
CAA53189	Staphylococcus aureus	2683.0	532_t1
AJP77076	Pedobacter sp. Stok-3	31.0	532_t1
AAG03816.1	Pseudomonas aeruginosa PAO1	455.0	532_t1
AAB95639.1	Staphylococcus aureus	498.0	532_t1
AFQ93498.1	Enterobacter cloacae	466.0	532_t1
ADP36409.1	Bifidobacterium bifidum PRL2010	772.0	532_t1
CAC41008.1	Klebsiella pneumoniae	68.0	532_t1
ABA71731.1	Enterococcus faecalis	760.0	532_t1
AAG05882.1	Pseudomonas aeruginosa PAO1	4851.0	532_t1
ABA71727.1	Enterococcus faecalis	1227.0	532_t1
AAK76136.1	Streptococcus pneumoniae TIGR4	1228.0	532_t1
AET10445.1	Streptococcus australis	1086.0	532_t1
AEO25219.1	Listeria monocytogenes FSL R2-561	643.0	532_t1
AAL27444.1	Enterococcus faecalis	60.0	532_t1
AAX14802.1	Acinetobacter baumannii	1003.0	532_t1
AET10444.1	Streptococcus australis	127.0	532_t1
AAC75429.1	Escherichia coli str. K-12 substr. MG1655	576.0	532_t1
ABD30512.1	Staphylococcus aureus subsp. aureus NCTC 8325	823.0	532_t1
AQX82857.1	Macrococcus caseolyticus	51.0	532_t1
CAC14596.1	Stenotrophomonas maltophilia	288.0	532_t1
AAA65954.1	Enterococcus faecium	420.0	532_t1
AHA41499.1	Rhodococcus hoagii	744.0	532_t1
AAC32027.1	Streptomyces thermotolerans	970.0	532_t1
AAF86219.1	Enterococcus faecium	453.0	532_t1
AAB36568.1	Streptomyces venezuelae ATCC 10712	242.0	532_t1
AGN74946	Staphylococcus sciuri subsp. sciuri	360.0	532_t1
AAF01499.1	Streptococcus pyogenes	1462.0	532_t1
AAD01868.1	Enterococcus faecalis	154.0	532_t1
CAA37477.1	Streptomyces rimosus	270.0	532_t1
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	521.0	532_t1
ABA71726.1	Enterococcus faecalis	69.0	532_t1
AAA26832.1	Streptomyces fradiae	945.0	532_t1
AAC73788.1	Escherichia coli str. K-12 substr. MG1655	703.0	532_t1
CAB60001.1	Saccharopolyspora erythraea NRRL 2338	330.0	532_t1
CBH51823.1	Campylobacter fetus subsp. fetus	387.0	532_t1
AAR96051.1	Streptomyces rimosus	585.0	532_t1
AAF86220.1	Enterococcus faecium	797.0	532_t1
CAH14033.1	Legionella pneumophila str. Paris	811.0	532_t1
AVM85875.1	Escherichia coli	208.0	532_t1
BAE06006.1	Pseudomonas aeruginosa	399.0	532_t1
AAG05914	Pseudomonas aeruginosa PAO1	589.0	532_t1
CAJ77855.1	Acinetobacter baumannii AYE	189.0	532_t1
AAL27445.1	Enterococcus faecalis	211.0	532_t1
AAP43109.1	Escherichia coli	348.0	532_t1
AAB41958.1	Pseudomonas aeruginosa	110.0	532_t1
CAA45050.1	Streptomyces ambofaciens	240.0	532_t1
AAA74437.1	Pseudomonas aeruginosa	989.0	532_t1
ACX92987.1	Enterococcus faecium	367.0	532_t1
CAD55718.1	Bacteroides coprosuis DSM 18011	285.0	532_t1
AAC60781.1	Yersinia enterocolitica (type O:8)	404.0	532_t1
AAK01167.1	Enterococcus faecium	151.0	532_t1
CAE18141.1	Staphylococcus sciuri	854.0	532_t1
ABX54691.1	Enterococcus faecalis	649.0	532_t1
ABV18113.1	Escherichia coli O139:H28 str. E24377A	34.0	532_t1
AAB05622.1	Enterococcus faecalis	794.0	532_t1
ABX54687.1	Enterococcus faecalis	124.0	532_t1
AAC75137.1	Escherichia coli str. K-12 substr. MG1655	796.0	532_t1
AAK64581.1	Vibrio cholerae MO10	121.0	532_t1
AMP42147.1	uncultured bacterium IN-02	293.0	532_t1
AAG05881.1	Pseudomonas aeruginosa PAO1	351.0	532_t1
ABQ47844.1	Staphylococcus aureus subsp. aureus JH9	36.0	532_t1
AAK84316.1	Enterococcus faecium	167.0	532_t1
APB03220.1	Paenibacillus sp. LC231	162.0	532_t1
ABH10964.1	Staphylococcus haemolyticus	422.0	532_t1
ACH87088.1	Escherichia coli	800.0	532_t1
AAB05623.1	Enterococcus faecalis	35.0	532_t1
AAO43110.1	Enterococcus faecalis ATCC 29212	55.0	532_t1
AAD51347.1	Stenotrophomonas maltophilia	108.0	532_t1
ACT97415.1	mixed culture bacterium AX_gF3SD01_15	139.0	532_t1
AAL19304.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	146.0	532_t1
AHB37625.1	Staphylococcus cohnii	254.0	532_t1
AAC45805.1	Rhodococcus rhodochrous	188.0	532_t1
AAM09849.1	Enterococcus faecium	48.0	532_t1
AAL19306.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	669.0	532_t1
AAD51344.1	Stenotrophomonas maltophilia	226.0	532_t1
ACL82960.1	Enterococcus faecium	192.0	532_t1
AAF36802.1	Paenibacillus popilliae ATCC 14706	71.0	532_t1
AAA20117.1	Clostridium perfringens	722.0	532_t1
CAA64891.1	Neisseria gonorrhoeae	11.0	532_t1
ABA71729.1	Enterococcus faecalis	30.0	532_t1
AEX49906.1	Pseudomonas aeruginosa	269.0	532_t1
CBI75871.1	Bartonella clarridgeiae 73	173.0	532_t1
BAB38260.1	Escherichia coli O157:H7 str. Sakai	63.0	532_t1
AAA65956.1	Enterococcus faecium	27.0	532_t1
ACL82958.1	Enterococcus faecium	174.0	532_t1
AAA27471.1	Bacteroides fragilis	107.0	532_t1
AAD08227.1	Helicobacter pylori 26695	3.0	532_t1
AAA22904.1	Bacteroides fragilis	81.0	532_t1
AAD37403.1	Escherichia coli	103.0	532_t1
AAC76297.1	Escherichia coli str. K-12 substr. MG1655	23.0	532_t1
BAA07390.1	Kitasatospora aureofaciens	2.0	532_t1
BAA15934.1	Escherichia coli str. K-12 substr. W3110	132.0	532_t1
AAA23018.1	Campylobacter coli	83.0	532_t1
AAM92461.1	Salmonella enterica subsp. enterica serovar Typhi	157.0	532_t1
CAA09666.1	Klebsiella pneumoniae	86.0	532_t1
CAA36304.1	Staphylococcus epidermidis	119.0	532_t1
ASK49940.1	Moraxella sp. MSG13-C03	8.0	532_t1
AAM09851.1	Enterococcus faecium	240.0	532_t1
CAE00499.1	Clostridioides difficile	292.0	532_t1
AAG07064.1	Pseudomonas aeruginosa PAO1	273.0	532_t1
AID93387.1	Klebsiella oxytoca KONIH1	65.0	532_t1
AAB58160.1	Burkholderia cepacia	33.0	532_t1
BAA07072.1	Photobacterium damselae subsp. piscicida	7.0	532_t1
CAH35803.1	Burkholderia pseudomallei K96243	193.0	532_t1
AAA23033.2	Campylobacter jejuni	154.0	532_t1
AAA25550.1	Plasmid pAZ1	270.0	532_t1
BAE06009.1	Pseudomonas aeruginosa	29.0	532_t1
AAC75271.1	Escherichia coli str. K-12 substr. MG1655	524.0	532_t1
ADM92606.1	Acinetobacter baumannii	37.0	532_t1
ABA71728.1	Enterococcus faecalis	386.0	532_t1
BAE15963.1	Staphylococcus aureus	322.0	532_t1
AAO82019.1	Enterococcus faecalis V583	36.0	532_t1
AEP40501.1	Enterococcus faecium	16.0	532_t1
AAM09850.1	Enterococcus faecium	379.0	532_t1
AAF86641.1	Enterococcus gallinarum	204.0	532_t1
BAJ09383.1	Staphylococcus aureus	57.0	532_t1
BAA11237.1	Escherichia coli	53.0	532_t1
CAB13167.1	Bacillus subtilis subsp. subtilis str. 168	70.0	532_t1
AHA41500.1	Rhodococcus hoagii	27.0	532_t1
CAA78046.1	Rhodococcus fascians	234.0	532_t1
BAI83385.1	Macrococcus caseolyticus	37.0	532_t1
AAA22081.1	Agrobacterium fabrum str. C58	534.0	532_t1
BAL43360.1	Photobacterium damselae subsp. damselae	127.0	532_t1
BAB36671.1	Escherichia coli O157:H7 str. Sakai	19.0	532_t1
AAD51346.1	Stenotrophomonas maltophilia	130.0	532_t1
NP_249116.1	Pseudomonas aeruginosa PAO1	142.0	532_t1
AAL27446.1	Enterococcus faecalis	21.0	532_t1
AAC75731.1	Escherichia coli str. K-12 substr. MG1655	9.0	532_t1
AAF36806.1	Paenibacillus popilliae ATCC 14706	47.0	532_t1
ACJ41739.1	Acinetobacter baumannii AB0057	31.0	532_t1
ABX54692.1	Enterococcus faecalis	82.0	532_t1
AAF86642.1	Enterococcus gallinarum	40.0	532_t1
BAB35162.1	Escherichia coli O157:H7 str. Sakai	10.0	532_t1
AML99881.1	Salmonella enterica subsp. enterica serovar Typhimurium	32.0	532_t1
BAE77781.1	Escherichia coli str. K-12 substr. W3110	36.0	532_t1
ACJ59254.1	Acinetobacter baumannii AB307-0294	112.0	532_t1
SOX29786.1	Brachyspira hyodysenteriae	69.0	532_t1
AAC60780.1	Yersinia enterocolitica (type O:8)	110.0	532_t1
CAL48457.1	Escherichia coli	45.0	532_t1
ACX92986.2	Enterococcus faecium	88.0	532_t1
AAF63432	Yersinia enterocolitica	216.0	532_t1
CCC86795.1	Staphylococcus aureus subsp. aureus LGA251	45.0	532_t1
CDF47262.1	Clostridioides difficile	15.0	532_t1
AAC74149.2	Escherichia coli str. K-12 substr. MG1655	17.0	532_t1
AAF36803.1	Paenibacillus popilliae ATCC 14706	25.0	532_t1
AAA25293.1	Listeria monocytogenes	35.0	532_t1
AAF40763.1	Neisseria meningitidis MC58	36.0	532_t1
AAK37619.1	Vibrio harveyi	220.0	532_t1
ACT97371.1	uncultured organism	27.0	532_t1
CBL58195.1	Staphylococcus aureus	206.0	532_t1
AAB05625.1	Enterococcus faecalis	90.0	532_t1
ADO96486.1	Haemophilus influenzae R2846	46.0	532_t1
AAA65958.1	Enterococcus faecium	47.0	532_t1
BAE77778.1	Escherichia coli str. K-12 substr. W3110	34.0	532_t1
AAD22403.1	Enterococcus gallinarum	27.0	532_t1
ACS83559.1	Clostridium perfringens	33.0	532_t1
AAC43969.1	Burkholderia cepacia	26.0	532_t1
AAB51421.1	Clostridium perfringens	46.0	532_t1
ACL82962.1	Enterococcus faecium	11.0	532_t1
AAC75136.1	Escherichia coli str. K-12 substr. MG1655	160.0	532_t1
AAG03548.1	Pseudomonas aeruginosa PAO1	111.0	532_t1
CAM12479.1	uncultured bacterium	29.0	532_t1
AEP40504.1	Enterococcus faecium	206.0	532_t1
WP_011461306.1	Desulfitobacterium hafniense	32.0	532_t1
AAC75135.2	Escherichia coli str. K-12 substr. MG1655	28.0	532_t1
ABU39979.1	Bacillus clausii	83.0	532_t1
AAS48620.1	Enterobacter cloacae	27.0	532_t1
ACE77058.1	Proteus vulgaris	8.0	532_t1
ABO11759.2	Acinetobacter baumannii ATCC 17978	18.0	532_t1
AAB05624.1	Enterococcus faecalis	115.0	532_t1
AAF36805.1	Paenibacillus popilliae ATCC 14706	30.0	532_t1
CBL80435.1	Staphylococcus aureus	27.0	532_t1
CBH51824.1	Campylobacter fetus subsp. fetus	23.0	532_t1
AAG05916.1	Pseudomonas aeruginosa PAO1	8.0	532_t1
AAW66497.1	Acinetobacter sp. LUH5605	5.0	532_t1
AAA16527.1	Enterococcus faecalis	11.0	532_t1
ABA71730.1	Enterococcus faecalis	76.0	532_t1
AFH35853.1	Escherichia coli	22.0	532_t1
BAE78084.1	Escherichia coli str. K-12 substr. W3110	50.0	532_t1
ABO40886.1	Yersinia ruckeri	60.0	532_t1
ABX54690.1	Enterococcus faecalis	8.0	532_t1
EGP45230	Achromobacter insuavis AXX-A	150.0	532_t1
AFJ59957.1	Escherichia coli	20.0	532_t1
BAE06007.1	Pseudomonas aeruginosa	217.0	532_t1
CAA11473.1	Pseudomonas aeruginosa	34.0	532_t1
CAL84423.1	Clostridium botulinum A str. ATCC 3502	29.0	532_t1
ABA71732.1	Enterococcus faecalis	75.0	532_t1
BAE77933.1	Escherichia coli str. K-12 substr. W3110	18.0	532_t1
ANW35663.1	Arcobacter butzleri	8.0	532_t1
AAB23649.1	Vibrio anguillarum	8.0	532_t1
AAA65955.1	Enterococcus faecium	86.0	532_t1
BAE78082.1	Escherichia coli str. K-12 substr. W3110	43.0	532_t1
CAA40897.1	Escherichia coli	67.0	532_t1
AAC77293.1	Escherichia coli str. K-12 substr. MG1655	28.0	532_t1
AAL59753.1	Vibrio cholerae	8.0	532_t1
CAJ77857.1	Acinetobacter baumannii AYE	33.0	532_t1
BAA16547.1	Escherichia coli str. K-12 substr. W3110	54.0	532_t1
BAH63252.1	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	5.0	532_t1
ABG77965.1	Enterobacter cloacae	85.0	532_t1
AAF74725.1	Bacteroides fragilis	28.0	532_t1
AAC73565.1	Escherichia coli str. K-12 substr. MG1655	36.0	532_t1
AAN28945	Chlamydia trachomatis	43.0	532_t1
AEP40502.2	Enterococcus faecium	45.0	532_t1
AAL27443.1	Enterococcus faecalis	19.0	532_t1
APB03217.1	Paenibacillus sp. LC231	18.0	532_t1
AAX14803.1	Acinetobacter baumannii	76.0	532_t1
AAM77075.1	uncultured bacterium	3.0	532_t1
AAY32951.1	Streptococcus agalactiae	34.0	532_t1
CBL58181.1	Staphylococcus aureus	31.0	532_t1
BAA03674.1	Micromonospora griseorubida	26.0	532_t1
CBY88906.1	Achromobacter sp. sallbros1	9.0	532_t1
CAD61201.1	Pseudomonas aeruginosa	25.0	532_t1
BAE78083.1	Escherichia coli str. K-12 substr. W3110	48.0	532_t1
AVK94777.1	Escherichia coli	20.0	532_t1
BAE83690.1	Desulfitobacterium hafniense Y51	19.0	532_t1
AAK99775.1	Streptococcus pneumoniae R6	6.0	532_t1
BAE78116.1	Escherichia coli str. K-12 substr. W3110	55.0	532_t1
AAG05913.1	Pseudomonas aeruginosa PAO1	10.0	532_t1
BAA11236.1	Escherichia coli	33.0	532_t1
ACL82959.1	Enterococcus faecium	29.0	532_t1
BAA15221.2	Escherichia coli str. K-12 substr. W3110	10.0	532_t1
AAG07065.1	Pseudomonas aeruginosa PAO1	12.0	532_t1
AAR84673.1	Paenibacillus popilliae ATCC 14706	37.0	532_t1
BAJ42218.1	Escherichia coli DH1	23.0	532_t1
BAA34299.1	Pseudomonas aeruginosa PAO1	23.0	532_t1
CAA30695.1	Plasmid R387	22.0	532_t1
AAZ42322.1	Vibrio cholerae	19.0	532_t1
CAB13166.1	Bacillus subtilis subsp. subtilis str. 168	37.0	532_t1
ABR14060.1	Streptococcus uberis	17.0	532_t1
ANZ79476.1	Helcococcus kunzii	30.0	532_t1
CAA11707.1	Streptomyces ambofaciens	6.0	532_t1
AAC75733.1	Escherichia coli str. K-12 substr. MG1655	36.0	532_t1
ACJ63262.1	Escherichia coli	26.0	532_t1
OPG86592.1	Bifidobacterium breve	2.0	532_t1
ABS70978.1	Escherichia coli	26.0	532_t1
ADG84870.1	Klebsiella pneumoniae	4.0	532_t1
BAB43543.1	Staphylococcus aureus subsp. aureus N315	10.0	532_t1
ACN32294.1	Escherichia coli	26.0	532_t1
CBJ02047.1	Escherichia coli ETEC H10407	26.0	532_t1
AAL20862.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	10.0	532_t1
AIA08936.1	Streptomyces sp. WAC4747	9.0	532_t1
AAD22144.1	Klebsiella aerogenes	1.0	532_t1
CAL64019.1	Staphylococcus warneri	17.0	532_t1
AAA73865.1	Clostridium butyricum	24.0	532_t1
CAA77936.1	Escherichia coli	3.0	532_t1
CAX16467.1	uncultured bacterium	17.0	532_t1
ABX54689.1	Enterococcus faecalis	17.0	532_t1
CAQ49384.1	Staphylococcus aureus subsp. aureus ST398	18.0	532_t1
AAF61331.1	Enterococcus gallinarum	11.0	532_t1
CAC14594.1	Stenotrophomonas maltophilia	13.0	532_t1
KIX81495.1	Bacillus subtilis	4.0	532_t1
ACJ63260.1	Escherichia coli	8.0	532_t1
AAU95768.1	Staphylococcus aureus	24.0	532_t1
AAL68645.1	Vibrio cholerae	34.0	532_t1
WP_001572373.1	Enterobacteriales	13.0	532_t1
ACL82961.1	Enterococcus faecium	5.0	532_t1
AAA23215.1	Clostridium perfringens	18.0	532_t1
AAA85213.1	Listeria monocytogenes	16.0	532_t1
AGV10830.1	Campylobacter coli CVM N29710	3.0	532_t1
AAC61671.1	Staphylococcus cohnii	23.0	532_t1
CAB14620.1	Bacillus subtilis subsp. subtilis str. 168	6.0	532_t1
AHH83938.1	Enterococcus faecium	3.0	532_t1
AHA41504.1	Rhodococcus hoagii	3.0	532_t1
ABA28305.2	Streptomyces lividans	4.0	532_t1
AAV85981.1	Neisseria gonorrhoeae	8.0	532_t1
BAD63613.1	Bacillus clausii KSM-K16	27.0	532_t1
AAG05915.1	Pseudomonas aeruginosa PAO1	6.0	532_t1
CAB55427.1	Elizabethkingia meningoseptica	10.0	532_t1
AKF16168	Escherichia coli	10.0	532_t1
KTE89608.1	Desulfitobacterium hafniense	8.0	532_t1
CAA38525.1	Escherichia coli	5.0	532_t1
BAH45481.1	Brevibacillus brevis NBRC 100599	3.0	532_t1
AAU10334.1	Streptococcus oralis	8.0	532_t1
AAG05883.1	Pseudomonas aeruginosa PAO1	8.0	532_t1
ASK49942.1	Moraxella sp. MSG47-C17	8.0	532_t1
ASU10319.1	Aeromonas veronii	1.0	532_t1
AGC51118.1	Staphylococcus aureus	17.0	532_t1
AAP15294.1	Pasteurella multocida	9.0	532_t1
CAE53424.1	Pasteurella multocida	16.0	532_t1
APB03222.1	Paenibacillus sp. LC231	2.0	532_t1
AAA24786.1	Enterococcus gallinarum	3.0	532_t1
AAS79458.1	Streptomyces bikiniensis	8.0	532_t1
AAU93796.1	Aeromicrobium erythreum	2.0	532_t1
ABA42118.2	Streptomyces antibioticus	8.0	532_t1
NP_418574.1	Escherichia coli str. K-12 substr. MG1655	21.0	532_t1
CAG27800.1	uncultured bacterium	3.0	532_t1
BAD12078.1	Acinetobacter pittii	5.0	532_t1
CAB12108.2	Bacillus subtilis subsp. subtilis str. 168	5.0	532_t1
BAH63251.1	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	7.0	532_t1
BAL40892.1	Chryseobacterium indologenes NBRC 14944	17.0	532_t1
AAU89132.1	Aeromonas caviae	17.0	532_t1
ABA42119.2	Streptomyces antibioticus	5.0	532_t1
ALA99191.1	Pandoraea norimbergensis	1.0	532_t1
AGZ55247.1	Bacillus amyloliquefaciens CC178	7.0	532_t1
ANK04027.1	Escherichia coli O25b:H4	22.0	532_t1
AAG04750.1	Pseudomonas aeruginosa PAO1	3.0	532_t1
CBY77552.1	Pasteurella multocida	23.0	532_t1
AUR80098.1	Klebsiella pneumoniae	7.0	532_t1
AAP69916.1	Fusobacterium nucleatum	3.0	532_t1
AAK99679.1	Streptococcus pneumoniae R6	2.0	532_t1
AAQ63644.1	Bacillus clausii	6.0	532_t1
ACJ41547.2	Acinetobacter baumannii AB0057	4.0	532_t1
EGP45232.2	Achromobacter insuavis AXX-A	2.0	532_t1
AAV32840.1	Pseudomonas aeruginosa	1.0	532_t1
CAE50925.1	Enterococcus hirae	1.0	532_t1
EHL92831.1	Klebsiella sp. 4_1_44FAA	2.0	532_t1
EOD99669.1	Enterococcus faecalis EnGen0074	4.0	532_t1
ACJ47200.1	Escherichia coli	3.0	532_t1
CAA52904.1	Streptococcus pyogenes	2.0	532_t1
AAB41956.1	Pseudomonas aeruginosa	1.0	532_t1
AAL55262.1	Chryseobacterium gleum	8.0	532_t1
AAD12162.1	Streptomyces fradiae	4.0	532_t1
ACH58994.1	uncultured bacterium BLR17	1.0	532_t1
ALV80601.1	Pseudomonas aeruginosa	7.0	532_t1
AAF04458.1	Elizabethkingia meningoseptica	1.0	532_t1
AAA26683.1	Staphylococcus aureus	3.0	532_t1
EGE18576.1	Moraxella catarrhalis BC1	1.0	532_t1
ACF17980.1	Escherichia coli	5.0	532_t1
AAB53259.1	Lactobacillus reuteri	9.0	532_t1
AAA65959.1	Enterococcus faecium	5.0	532_t1
AAG05661.1	Pseudomonas aeruginosa PAO1	8.0	532_t1
AAC36915.1	Clostridium perfringens	7.0	532_t1
AJD73064.1	Streptococcus pneumoniae	12.0	532_t1
AGT57825	synthetic construct	2.0	532_t1
BAB41874.1	Staphylococcus aureus subsp. aureus N315	1.0	532_t1
AAC76296.1	Escherichia coli str. K-12 substr. MG1655	6.0	532_t1
CAA31895.1	Plasmid pWP113a	7.0	532_t1
CAX52582.1	Bacillus subtilis subsp. subtilis str. 168	1.0	532_t1
AAN00989.1	Streptococcus agalactiae 2603V/R	1.0	532_t1
AFK13828.1	Enterobacter cloacae	2.0	532_t1
AEM44652.1	Shigella sp. SH257	1.0	532_t1
AAG03380.1	Corynebacterium striatum	5.0	532_t1
AAA99503.1	Bacillus licheniformis	1.0	532_t1
BAD89844.2	Acinetobacter baumannii	7.0	532_t1
AHE40557.1	Exiguobacterium sp. S3-2	2.0	532_t1
